Pais,Codigo,Continente,Regiao,NivelDesenvolvimento,Ano,TempMediaAno,DifTempMediaAno,EmissaoCO2TonAno,DifEmissaoCO2TonAno
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1979,26.65566651026408,-0.20583359400431078,406704.0,-84272.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1980,27.11841694513957,0.4627504348754883,142896.0,-263808.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1981,27.05766709645589,-0.0607498486836775,106256.0,-36640.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1982,26.681000232696533,-0.37666686375935754,293120.0,186864.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1983,27.07925001780192,0.39824978510538855,84272.0,-208848.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1984,26.61874993642171,-0.4605000813802107,146560.0,62288.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1985,26.61816676457723,-5.831718444824219E-4,249152.0,102592.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1986,26.709250291188557,0.09108352661132812,249152.0,0.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1987,27.22058343887329,0.5113331476847343,274800.0,25648.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1988,26.95299990971883,-0.2675835291544608,285792.0,10992.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1989,26.686499913533527,-0.26649999618530273,285792.0,0.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1990,26.934666633605957,0.24816672007242957,282128.0,-3664.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1991,26.89566644032796,-0.039000193277995976,267472.0,-14656.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1992,26.894750277201336,-9.161631266252357E-4,263808.0,-3664.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1993,26.956166744232178,0.061416467030841915,271136.0,7328.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1994,26.946083227793377,-0.010083516438800899,267472.0,-3664.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1995,27.38033326466878,0.43425003687540453,274800.0,7328.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1996,26.942333380381267,-0.4379998842875139,293120.0,18320.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1997,27.289333661397297,0.34700028101602953,307776.0,14656.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1998,27.601750055948894,0.3124163945515974,318768.0,10992.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,1999,27.131749629974365,-0.4700004259745292,329760.0,10992.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2000,26.892083326975506,-0.2396663029988595,344416.0,14656.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2001,27.253833452860516,0.36175012588500977,348080.0,3664.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2002,27.36175012588501,0.10791667302449426,370064.0,21984.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2003,27.51383352279663,0.1520833969116211,403040.0,32976.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2004,27.151166756947834,-0.36266676584879676,421360.0,18320.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2005,27.598166465759277,0.44699970881144324,428688.0,7328.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2006,27.466416517893474,-0.13174994786580285,443344.0,14656.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2007,27.50908327102661,0.04266675313313684,468992.0,25648.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2008,26.965416590372723,-0.5436666806538888,479984.0,10992.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2009,27.277333577473957,0.3119169871012346,509296.0,29312.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2010,27.735416730244953,0.4580831527709961,523952.0,14656.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2011,27.29616657892863,-0.4392501513163225,512960.0,-10992.0
Antigua and Barbuda,ATG,América,América Caribe,Em desenvolvimento,2012,27.433499972025555,0.13733339309692383,523952.0,10992.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1949,13.350083380937576,-0.9851666490236912,14656.0,""
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1950,13.043499952182174,-0.30658342875540257,84272.0,69616.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1951,13.967749883731207,0.9242499315490331,91600.0,7328.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1952,14.175416549046835,0.20766666531562805,91600.0,0.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1953,14.650749941666922,0.47533339262008667,106256.0,14656.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1954,13.691333214441935,-0.9594167272249869,106256.0,0.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1955,14.642583400011063,0.951250185569128,153888.0,47632.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1956,14.191083321968714,-0.4515000780423488,183200.0,29312.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1957,12.77716659506162,-1.4139167269070931,293120.0,109920.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1958,14.716750005880991,1.9395834108193704,329760.0,36640.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1959,14.15258331100146,-0.5641666948795319,384571.4,54811.406
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1960,13.985416978597641,-0.16716633240381817,413883.4,29312.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1961,14.064916888872782,0.0794999102751408,490797.7,76914.28
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1962,13.768666679660479,-0.29625020921230316,688594.25,197796.56
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1963,15.033416827519735,1.2647501478592567,706736.0,18141.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1964,13.084916397929192,-1.9485004295905437,838550.8,131814.81
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1965,14.101833283901215,1.016916885972023,1006916.5,168365.69
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1966,14.343000014623007,0.24116673072179218,1091158.9,84242.375
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1967,13.663249974449476,-0.6797500401735306,1281865.1,190706.25
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1968,13.762333065271378,0.09908309082190137,1223389.8,-58475.375
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1969,13.805083565413952,0.04275050014257431,941232.0,-282157.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1970,14.78308317065239,0.9779996052384377,1670397.8,729165.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1971,14.823500062028566,0.04041689137617688,1893931.4,223533.62
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1972,12.547166501482328,-2.276333560546238,1531165.8,-362765.62
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1973,14.23549997806549,1.6883334765831624,1637243.4,106077.625
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1974,13.3167501638333,-0.918749814232191,1915677.6,278434.25
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1975,13.548083253204823,0.23133308937152286,2124525.8,208848.12
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1976,13.708583315213522,0.16050006200869937,1984225.4,-140300.38
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1977,14.805416822433472,1.0968335072199498,2386745.8,402520.38
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1978,14.32966673684617,-0.47575008558730225,2155419.8,-231326.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1979,14.262083321809769,-0.06758341503640075,2234904.0,79484.25
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1980,14.887333651383718,0.6252503295739498,1757022.0,-477882.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1981,14.860083440939585,-0.02725021044413367,1979372.5,222350.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1982,13.733083258072535,-1.1270001828670502,2095539.4,116166.875
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1983,14.614833265542984,0.8817500074704494,2520091.5,424552.12
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1984,14.245833110064268,-0.3690001554787159,2822415.0,302323.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1985,14.88874993721644,0.6429168271521721,3501893.8,679478.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1986,14.223166704177856,-0.6655832330385838,3134072.0,-367821.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1987,14.983999907970428,0.760833203792572,3114160.0,-19912.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1988,15.389000217119852,0.40500030914942364,2857084.0,-257076.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1989,14.125749960541725,-1.263250256578127,2764888.0,-92196.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1990,14.993333091338476,0.867583130796751,2602407.5,-162480.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1991,14.370750149091085,-0.6225829422473907,2426486.2,-175921.25
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1992,14.056083460648855,-0.3146666884422302,1381521.9,-1044964.4
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1993,14.439249947667122,0.3831664870182667,1333837.1,-47684.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1994,14.75474981466929,0.3154998670021687,1282488.4,-51348.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1995,14.859166701634726,0.10441688696543494,1231139.6,-51348.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1996,14.42600010211269,-0.4331665995220355,1165134.9,-66004.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1997,14.904000043869019,0.47799994175632854,1084474.2,-80660.625
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1998,15.132499893506369,0.22849984963735004,1029461.5,-55012.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,1999,15.388749986886978,0.25625009338060956,809568.75,-219892.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2000,15.497833410898844,0.10908342401186566,768195.25,-41373.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2001,15.778083098431429,0.28024968753258506,812074.4,43879.125
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2002,15.53766663869222,-0.24041645973920822,1064074.9,252000.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2003,14.916000068187714,-0.621666570504507,1187070.6,122995.75
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2004,15.770916561285654,0.8549164930979405,941455.6,-245615.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2005,14.980000058809916,-0.7909165024757385,1320250.1,378794.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2006,15.59558318182826,0.6155831230183448,1643246.0,322995.88
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2007,15.106166630983353,-0.48941655084490776,2268343.0,625097.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2008,15.21649976571401,0.11033313473065753,4198329.5,1929986.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2009,15.257750074068705,0.041250308354694454,6760313.5,2561984.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2010,15.828666528066,0.5709164539972953,8452224.0,1691910.5
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2011,15.51799988746643,-0.3106666405995693,1.2226017E7,3773793.0
Afghanistan,AFG,Ásia,Ásia Sul,Em desenvolvimento,2012,14.481583499660095,-1.0364163878063355,1.0742057E7,-1483960.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1933,12.010583321253458,-0.5730834143857173,7328.0,""
Albania,ALB,Europa,Europa Sul,Desenvolvido,1934,13.523999869823456,1.5134165485699977,7328.0,0.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1935,12.94274984796842,-0.5812500218550358,18320.0,10992.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1936,13.118333260218302,0.17558341224988183,128240.0,109920.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1937,13.253750065962473,0.13541680574417114,296784.0,168544.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1938,12.61433345079422,-0.639416615168253,348080.0,51296.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1939,13.05774994691213,0.44341649611791034,432352.0,84272.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1940,11.582500009487072,-1.4752499374250583,692496.0,260144.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1941,12.05558329820633,0.4730832887192573,626544.0,-65952.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1942,12.305999954541525,0.2504166563351955,743792.0,117248.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1943,13.19725015759468,0.8912502030531559,461664.0,-282128.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1944,12.44741678237915,-0.7498333752155304,153888.0,-307776.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1945,12.944583262006441,0.49716647962729077,120912.0,-32976.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1946,13.47249992688497,0.5279166648785285,483648.0,362736.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1947,13.395416744053364,-0.07708318283160587,926992.0,443344.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1948,12.75391666094462,-0.6415000831087436,703488.0,-223504.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1949,12.518249909083048,-0.23566675186157227,1014928.0,311440.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1950,13.812833299239477,1.2945833901564292,296784.0,-718144.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1951,13.569833397865295,-0.2429999013741817,403040.0,106256.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1952,13.573916832605997,0.004083434740701719,373728.0,-29312.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1953,12.586333294709524,-0.987583537896473,414032.0,40304.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1954,12.450083295504252,-0.1362499992052726,501968.0,87936.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1955,13.148083329200745,0.6980000336964931,663184.0,161216.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1956,12.172333379586538,-0.9757499496142064,839056.0,175872.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1957,13.07841674486796,0.9060833652814217,1505904.0,666848.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1958,13.194500168164572,0.1160834232966117,1201792.0,-304112.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1959,12.405583163102468,-0.7889170050621033,1443616.0,241824.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1960,13.335083365440369,0.9295002023379002,2022528.0,578912.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1961,13.31675018866857,-0.01833317677179913,2279008.0,256480.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1962,13.068749944368998,-0.2480002442995719,2462208.0,183200.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1963,13.085833330949148,0.017083386580150517,2081152.0,-381056.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1964,12.515333284934362,-0.5705000460147858,2015200.0,-65952.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1965,12.37841667731603,-0.1369166076183319,2172752.0,157552.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1966,13.204583326975504,0.8261666496594735,2550144.0,377392.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1967,12.621749808390936,-0.5828335185845681,2678384.0,128240.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1968,12.869583189487457,0.24783338109652142,3070432.0,392048.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1969,12.802916447321573,-0.06666674216588397,3242640.0,172208.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1970,12.839666724205017,0.03675027688344379,3740944.0,498304.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1971,12.534416675567627,-0.30525004863739014,4349168.0,608224.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1972,12.60825002193451,0.07383334636688232,5638896.0,1289728.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1973,12.486666719118753,-0.1215833028157558,5287152.0,-351744.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1974,12.559833288192749,0.07316656907399555,4341840.0,-945312.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1975,12.56841673453649,0.00858344634374042,4590992.0,249152.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1976,12.03624983628591,-0.5321668982505798,4946400.0,355408.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1977,13.223250051339468,1.1870002150535583,5715840.0,769440.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1978,12.263583262761435,-0.9596667885780334,6488944.0,773104.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1979,12.989166736602783,0.7255834738413487,7580816.0,1091872.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1980,12.16208322842916,-0.8270835081736241,5166240.0,-2414576.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1981,12.578666557868322,0.4165833294391632,7335328.0,2169088.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1982,13.015250027179718,0.4365834693113957,7302352.0,-32976.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1983,12.510916610558828,-0.5043334166208897,7624784.0,322432.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1984,12.64074993133545,0.1298333207766209,7818976.0,194192.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1985,12.948166648546854,0.30741671721140484,7873936.0,54960.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1986,13.056416610876719,0.1082499623298645,8049808.0,175872.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1987,12.99658332268397,-0.05983328819274902,7437920.0,-611888.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1988,13.044083178043365,0.04749985535939594,7320672.0,-117248.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1989,12.803833385308584,-0.2402497927347813,8976800.0,1656128.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1990,13.468666672706604,0.6648332873980198,5510656.0,-3466144.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1991,12.338833381732305,-1.1298332909742985,4283216.0,-1227440.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1992,13.084666629632315,0.7458332479000092,2513504.0,-1769712.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1993,13.122583210468292,0.0379165808359776,2333968.0,-179536.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1994,14.099666515986124,0.9770833055178318,1923600.0,-410368.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1995,12.7820831934611,-1.3175833225250244,2084816.0,161216.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1996,12.736500124136606,-0.04558306932449341,2015200.0,-69616.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1997,12.900916695594788,0.16441657145818134,1542544.0,-472656.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1998,13.3112500111262,0.41033331553141217,1751392.0,208848.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,1999,13.65374986330668,0.34249985218048096,2982496.0,1231104.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2000,13.746583277980486,0.09283341467380524,3019136.0,36640.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2001,13.69041678061088,-0.056166497369606105,3220656.0,201520.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2002,13.55991679430008,-0.1304999863108005,3748272.0,527616.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2003,13.626583337783813,0.06666654348373413,4290544.0,542272.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2004,13.25816677014033,-0.36841656764348407,4162304.0,-128240.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2005,12.7470832268397,-0.5110835433006287,4250240.0,87936.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2006,12.976916670799255,0.22983344395955463,3894832.0,-355408.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2007,13.890499909718832,0.9135832389195766,3924144.0,29312.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2008,13.955166697502136,0.06466678778330426,4371152.0,447008.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2009,13.844249963760376,-0.11091673374176025,4374816.0,3664.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2010,13.775416692097982,-0.06883327166239361,4594656.0,219840.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2011,13.443250020345053,-0.3321666717529297,5235856.0,641200.0
Albania,ALB,Europa,Europa Sul,Desenvolvido,2012,13.768250127633413,0.3250001072883606,4906096.0,-329760.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1900,22.86416681607564,"",0.0,""
Algeria,DZA,África,África Norte,Em desenvolvimento,1901,22.72641642888387,-0.13775038719177246,0.0,0.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1902,23.052416563034058,0.32600013415018836,0.0,0.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1903,22.55566676457723,-0.496749798456829,0.0,0.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1904,22.68233323097229,0.1266664663950614,0.0,0.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1905,22.560083389282227,-0.12224984169006348,0.0,0.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1916,22.64300004641215,-0.17816678682962817,3664.0,3664.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1917,22.461166461308796,-0.18183358510335523,7328.0,3664.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1918,22.41124987602234,-0.04991658528645715,18320.0,10992.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1919,22.773332913716633,0.36208303769429406,18320.0,0.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1920,23.094333012898762,0.3210000991821289,21984.0,3664.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1921,22.723583618799847,-0.3707493940989153,25648.0,3664.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1922,22.934499740600586,0.21091612180073938,25648.0,0.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1923,22.435749848683674,-0.498749891916912,14656.0,-10992.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1924,23.41808358828227,0.9823337395985945,29312.0,14656.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1925,22.72658348083496,-0.6915001074473075,32976.0,3664.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1926,23.50166670481364,0.7750832239786796,40304.0,7328.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1927,23.33541663487752,-0.1662500699361189,58624.0,18320.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1928,23.11541684468587,-0.2199997901916504,73280.0,14656.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1929,22.672083536783855,-0.44333330790201586,80608.0,7328.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1930,23.454499800999958,0.7824162642161028,84272.0,3664.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1931,23.865833282470703,0.411333481470745,98928.0,14656.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1932,23.61691681543986,-0.24891646703084191,113584.0,14656.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1933,23.16849994659424,-0.44841686884562293,120912.0,7328.0
Algeria,DZA,África,África Norte,Em desenvolvimento,1934,22.744666655858357,-0.4238332907358817,139232.0,18320.0
